,Palabra,Categoría Gramatical,Oxford3000,Oxford5000,A clash of kings,A game of thrones,Name of the wind,A storm of Swords
192,almost,adverb,a2,a2,121,131,158,230
193,alone,adjective,a2,a2,84,106,72,116
194,alone,adverb,a2,a2,0,0,0,0
195,along,adverb,a2,a2,134,85,76,182
196,along,preposition,a2,a2,0,0,0,0
197,alongside,preposition,-1,b2,1,2,4,5
198,already,adverb,a2,a2,37,52,70,50
199,also,adverb,a1,a1,22,25,48,26
200,alter,verb,b2,b2,0,0,0,0
201,alternative,adjective,b1,b1,0,0,0,0
202,alternative,noun,a2,a2,0,0,0,0
203,although,conjunction,a2,a2,4,12,6,3
204,altogether,adverb,-1,b2,0,4,6,2
205,aluminium,noun,-1,c1,0,0,0,0
206,always,adverb,a1,a1,181,147,125,222
207,amateur,adjective,-1,c1,0,0,1,0
208,amateur,noun,-1,c1,0,0,0,0
209,amazed,adjective,b1,b1,0,0,3,1
210,amazing,adjective,a1,a1,0,0,4,0
211,ambassador,noun,-1,c1,0,0,0,0
212,ambition,noun,b1,b1,4,2,0,0
213,ambitious,adjective,b1,b1,2,2,1,2
214,ambulance,noun,-1,b2,0,0,0,0
215,amend,verb,-1,c1,0,0,0,1
216,amendment,noun,-1,c1,0,0,0,0
217,amid,preposition,-1,c1,1,4,3,0
218,among,preposition,a2,a2,58,71,40,51
219,amount,noun,a2,a2,1,1,25,1
220,amount,verb,b2,b2,0,0,0,0
221,amusing,adjective,-1,b2,10,5,3,9
222,analogy,noun,-1,c1,0,0,4,0
223,analyse,verb,b1,b1,0,0,0,0
224,analysis,noun,b1,b1,0,0,0,0
225,analyst,noun,-1,b2,0,0,0,0
226,ancestor,noun,-1,b2,0,1,0,0
227,anchor,noun,-1,c1,6,1,0,3
228,ancient,adjective,a2,a2,32,38,7,21
229,and,conjunction,a1,a1,9724,8899,6061,12832
230,angel,noun,-1,c1,0,0,3,0
231,anger,noun,b2,b2,16,48,30,30
232,angle,noun,b2,b2,6,1,6,6
233,angrily,adverb,-1,-1,7,9,13,11
234,angry,adjective,a1,a1,56,45,34,65
235,animal,noun,a1,a1,13,27,19,7
236,animation,noun,-1,b2,0,0,0,0
237,ankle,noun,a2,a2,9,4,5,7
238,anniversary,noun,b2,b2,0,0,0,0
239,announce,verb,b1,b1,1,1,1,2
240,announcement,noun,b1,b1,0,0,1,0
241,annoy,verb,b1,b1,0,0,0,1
242,annoyed,adjective,b1,b1,7,4,3,6
243,annoying,adjective,b1,b1,2,0,3,1
244,annual,adjective,b2,b2,0,0,0,0
245,annually,adverb,-1,b2,0,0,0,0
246,anonymous,adjective,-1,c1,0,0,1,0
247,another,determiner,a1,a1,206,138,204,314
248,another,pronoun,a1,a1,0,0,0,0
249,answer,noun,a1,a1,81,65,28,90
250,answer,verb,a1,a1,0,0,0,0
251,anticipate,verb,-1,b2,0,0,0,1
252,anxiety,noun,-1,b2,1,1,11,0
253,anxious,adjective,b2,b2,17,24,15,17
254,any,adverb,a2,a2,249,158,291,315
255,any,determiner,a1,a1,0,0,0,0
256,any,pronoun,a1,a1,0,0,0,0
257,any more,adverb,a2,a2,0,0,0,0
258,anybody,pronoun,a2,a2,0,4,0,0
259,anyone,pronoun,a1,a1,53,39,112,50
260,anything,pronoun,a1,a1,60,59,185,66
261,anyway,adverb,a2,a2,16,15,33,23
262,anywhere,adverb,a2,a2,5,12,24,5
263,anywhere,pronoun,a2,a2,0,0,0,0
264,apart,adverb,b1,b1,39,20,20,51
265,apartment,noun,a1,a1,0,0,0,0
266,apologize,verb,b1,b1,1,0,2,5
267,apology,noun,-1,b2,2,1,11,6
268,app,noun,a2,a2,0,0,0,0
269,apparatus,noun,-1,c1,0,0,0,0
270,apparent,adjective,b2,b2,2,0,4,1
271,apparently,adverb,b2,b2,0,0,17,0
272,appeal,noun,b2,b2,2,3,1,5
273,appeal,verb,b2,b2,0,0,0,0
274,appealing,adjective,-1,c1,0,0,1,0
275,appear,verb,a2,a2,7,9,6,8
276,appearance,noun,a2,a2,3,0,10,3
277,appetite,noun,-1,c1,1,4,1,7
278,applaud,verb,-1,c1,0,0,1,0
279,apple,noun,a1,a1,18,9,42,23
280,applicable,adjective,-1,c1,0,0,0,0
281,applicant,noun,-1,b2,0,0,1,0
282,application,noun,b1,b1,0,0,1,0
283,apply,verb,a2,a2,1,0,0,2
284,appoint,verb,-1,c1,0,0,1,0
285,appointment,noun,b1,b1,1,3,7,1
286,appreciate,verb,b1,b1,1,0,11,0
287,appreciation,noun,-1,c1,0,0,1,0
288,approach,noun,b2,b2,16,9,6,12
289,approach,verb,b2,b2,0,0,0,0
290,appropriate,adjective,b2,b2,2,2,15,2
291,appropriately,adverb,-1,b2,0,0,4,0
292,approval,noun,b2,b2,4,7,0,2
293,approve,verb,b2,b2,5,2,1,0
294,approximately,adverb,b1,b1,0,0,0,0
295,april,noun,a1,a1,0,0,0,0
296,arbitrary,adjective,-1,c1,0,0,1,0
297,architect,noun,a2,a2,0,0,0,0
298,architectural,adjective,-1,c1,0,0,1,0
299,architecture,noun,a2,a2,0,0,1,0
300,archive,noun,-1,c1,0,0,1,0
301,area,noun,a1,a1,1,0,5,1
302,arena,noun,-1,c1,0,0,0,0
303,arguably,adverb,-1,c1,0,0,1,0
304,argue,verb,a2,a2,3,5,5,4
305,argument,noun,a2,a2,2,3,8,7
306,arise,verb,b2,b2,2,1,0,1
307,arm,noun,a1,a1,95,141,105,180
308,arm,verb,-1,c1,0,0,0,0
309,armed,adjective,b2,b2,20,17,1,27
310,arms,noun,b2,b2,128,152,95,156
311,army,noun,a2,a2,47,39,3,40
312,around,adverb,a1,a1,253,322,496,343
313,around,preposition,a1,a1,0,0,0,0
314,arrange,verb,a2,a2,4,5,3,4
315,arrangement,noun,a2,a2,1,0,2,1
316,array,noun,-1,c1,0,1,2,1
317,arrest,noun,b1,b1,5,1,0,1
318,arrest,verb,b1,b1,0,0,0,0
319,arrival,noun,b1,b1,6,5,3,2
320,arrive,verb,a1,a1,7,4,0,6
321,arrow,noun,-1,b2,28,27,6,92
322,art,noun,a1,a1,5,2,5,2
323,article,noun,a1,a1,0,0,0,0
324,articulate,verb,-1,c1,0,0,0,0
325,artificial,adjective,b2,b2,0,0,0,0
326,artist,noun,a1,a1,0,0,1,0
327,artistic,adjective,b2,b2,0,0,1,0
328,artwork,noun,-1,b2,0,0,0,0
329,as,adverb,a2,a2,2776,2583,2091,3512
330,as,conjunction,a2,a2,0,0,0,0
331,as,preposition,a1,a1,0,0,0,0
332,ash,noun,-1,c1,13,8,30,20
333,ashamed,adjective,b2,b2,9,7,4,8
334,aside,adverb,-1,b2,63,60,35,88
335,ask,verb,a1,a1,83,80,67,103
336,asleep,adjective,a2,a2,24,14,16,34
337,aspect,noun,b2,b2,3,1,1,1
338,aspiration,noun,-1,c1,0,0,0,0
339,aspire,verb,-1,c1,2,0,0,0
340,assassination,noun,-1,c1,0,0,1,0
341,assault,noun,-1,c1,7,5,1,4
342,assault,verb,-1,c1,0,0,0,0
343,assemble,verb,-1,c1,1,3,0,2
344,assembly,noun,-1,c1,1,2,0,1
345,assert,verb,-1,c1,0,0,0,0
346,assertion,noun,-1,c1,0,0,0,0
347,assess,verb,b2,b2,0,0,0,0
348,assessment,noun,b2,b2,0,0,0,0
349,asset,noun,-1,b2,0,0,0,0
350,assign,verb,-1,b2,0,0,0,0
351,assignment,noun,b1,b1,0,0,1,0
352,assist,verb,b1,b1,0,5,0,1
353,assistance,noun,-1,b2,0,2,0,0
354,assistant,adjective,a2,a2,0,0,3,0
355,assistant,noun,a2,a2,0,0,0,0
356,associate,verb,b2,b2,0,0,0,0
357,associated,adjective,b2,b2,0,0,0,0
358,association,noun,b2,b2,0,0,0,0
359,assume,verb,b2,b2,2,1,14,1
360,assumption,noun,-1,b2,0,0,1,1
361,assurance,noun,-1,c1,0,0,3,0
362,assure,verb,-1,b2,2,3,2,2
363,astonishing,adjective,-1,b2,2,2,0,1
364,asylum,noun,-1,c1,0,0,3,0
365,at,preposition,a1,a1,1593,1690,1612,2229
366,athlete,noun,a2,a2,0,0,0,0
367,atmosphere,noun,b1,b1,0,0,5,0
368,atrocity,noun,-1,c1,0,0,0,0
369,attach,verb,b1,b1,0,0,1,2
370,attachment,noun,-1,b2,0,0,0,0
371,attack,noun,a2,a2,19,17,10,46
372,attack,verb,a2,a2,0,0,0,0
373,attain,verb,-1,c1,0,0,0,0
374,attempt,noun,b2,b2,4,5,15,7
375,attempt,verb,b2,b2,0,0,0,0
376,attend,verb,a2,a2,13,13,11,11
377,attendance,noun,-1,c1,1,2,0,2
378,attention,exclamation,a2,a2,3,10,55,15
379,attention,noun,a2,a2,0,0,0,0
380,attitude,noun,b1,b1,0,0,2,0
381,attorney,noun,-1,c1,0,0,0,0
382,attract,verb,b1,b1,1,3,2,0
383,attraction,noun,b1,b1,0,0,4,0
384,attractive,adjective,a2,a2,1,0,4,0
385,attribute,noun,-1,c1,0,0,2,0
386,attribute,verb,-1,c1,0,0,0,0
387,auction,noun,-1,b2,0,0,0,0
388,audience,noun,a2,a2,11,7,33,12
389,audio,adjective,-1,b2,0,0,0,0
390,audit,noun,-1,c1,0,0,0,0
391,august,noun,a1,a1,0,0,0,0
392,aunt,noun,a1,a1,0,3,1,61
393,authentic,adjective,-1,c1,0,0,0,0
394,author,noun,a2,a2,0,0,4,0
395,authority,noun,b1,b1,5,2,2,3
396,authorize,verb,-1,c1,0,0,0,0
397,auto,noun,-1,c1,0,0,0,0
398,automatic,adjective,-1,b2,0,0,0,0
399,automatically,adverb,-1,b2,0,0,1,0
400,autonomy,noun,-1,c1,0,0,0,0
401,autumn,noun,a1,a1,18,1,30,22
402,availability,noun,-1,c1,0,0,0,0
403,available,adjective,a2,a2,0,1,4,2
404,average,adjective,a2,a2,0,0,5,0
405,average,noun,a2,a2,0,0,0,0
406,average,verb,b1,b1,0,0,0,0
407,avoid,verb,a2,a2,7,4,21,9
408,await,verb,-1,c1,2,5,0,7
409,award,noun,a2,a2,0,0,0,0
410,award,verb,b1,b1,0,0,0,0
411,aware,adjective,b1,b1,7,7,23,10
412,awareness,noun,-1,b2,0,0,3,0
413,away,adverb,a1,a1,324,369,395,413
414,awful,adjective,a2,a2,8,2,9,5
415,awkward,adjective,-1,b2,1,11,12,7
416,baby,noun,a1,a1,14,39,5,34
417,back,adjective,a2,a2,671,691,789,988
418,back,adverb,a1,a1,0,0,0,0
419,back,noun,a1,a1,0,0,0,0
420,back,verb,b2,b2,0,0,0,0
421,backdrop,noun,-1,c1,0,0,0,0
422,background,noun,a2,a2,0,0,3,0
423,backing,noun,-1,c1,1,3,2,2
424,backup,noun,-1,c1,0,0,0,0
425,backwards,adverb,b1,b1,0,0,0,1
426,bacteria,noun,b2,b2,0,0,0,0
427,bad,adjective,a1,a1,71,36,87,86
428,badge,noun,-1,b2,11,8,0,6
429,badly,adverb,a2,a2,17,18,23,20
430,bag,noun,a1,a1,9,4,23,19
431,bail,noun,-1,c1,0,0,0,0
432,bake,verb,b1,b1,2,2,1,3
433,balance,noun,b1,b1,8,12,9,4
434,balance,verb,b1,b1,0,0,0,0
435,balanced,adjective,-1,b2,3,2,3,3
436,ball,noun,a1,a1,3,4,13,2
437,ballet,noun,-1,b2,0,0,0,0
438,balloon,noun,-1,b2,0,0,0,0
439,ballot,noun,-1,c1,0,0,0,0
440,ban,noun,b1,b1,0,0,1,0
441,ban,verb,b1,b1,0,0,0,0
442,banana,noun,a1,a1,0,0,0,0
443,band,noun,a1,a1,3,3,0,23
444,bank,noun,a1,a1,23,12,3,24
445,banner,noun,-1,c1,60,22,0,37
446,bar,noun,a2,a2,10,5,160,15
447,bar,verb,b2,b2,0,0,0,0
448,bare,adjective,-1,c1,46,44,35,27
449,barely,adverb,-1,b2,4,9,26,9
450,bargain,noun,-1,b2,7,3,5,6
451,barrel,noun,-1,c1,6,4,12,15
452,barrier,noun,b2,b2,0,0,0,1
453,base,noun,b1,b1,11,10,7,11
454,base,verb,b1,b1,0,0,0,0
455,baseball,noun,a2,a2,0,0,0,0
456,based,adjective,a2,a2,0,0,4,0
457,basement,noun,-1,b2,0,0,12,0
458,basic,adjective,b1,b1,0,0,9,0
459,basically,adverb,b2,b2,0,0,1,0
460,basis,noun,b1,b1,0,0,2,0
461,basket,noun,-1,b2,11,7,3,11
462,basketball,noun,a2,a2,0,0,0,0
463,bass,noun,-1,c1,0,2,0,1
464,bat,noun,-1,b2,0,4,0,13
465,bat,verb,-1,c1,0,0,0,0
466,bath,noun,a1,a1,4,19,11,15
467,bathroom,noun,a1,a1,0,0,0,0
468,battery,noun,b1,b1,0,0,0,0
469,battle,noun,b1,b1,185,79,6,203
470,battle,verb,b2,b2,0,0,0,0
471,battlefield,noun,-1,c1,2,4,1,8
472,bay,noun,-1,c1,29,11,2,44
473,be,verb,a1,a1,1500,1102,950,2032
474,be,auxiliary verb,a1,a1,0,0,0,0
475,beach,noun,a1,a1,2,0,0,0
476,beam,noun,-1,c1,1,0,2,0
477,bean,noun,a2,a2,0,1,5,1
478,bear,noun,a2,a2,128,101,20,234
479,bear,verb,b2,b2,0,0,0,0
480,beast,noun,-1,c1,25,27,12,37
481,beat,noun,b2,b2,33,15,15,55
482,beat,verb,a2,a2,0,0,0,0
483,beautiful,adjective,a1,a1,47,50,50,57
484,beauty,noun,b1,b1,21,14,4,23
485,because,conjunction,a1,a1,48,39,143,54
486,become,verb,a1,a1,22,23,29,37
487,bed,noun,a1,a1,125,96,77,139
488,bedroom,noun,a1,a1,0,1,1,0
489,bee,noun,b1,b1,1,1,1,4
490,beef,noun,a2,a2,9,7,0,9
491,beer,noun,a1,a1,13,19,21,2
492,before,adverb,a2,a2,492,407,482,693
493,before,conjunction,a2,a2,0,0,0,0
494,before,preposition,a1,a1,0,0,0,0
495,beg,verb,b2,b2,29,24,13,28
496,begin,verb,a1,a1,10,24,35,20
497,beginning,noun,a1,a1,5,12,43,9
498,behalf,noun,-1,c1,0,1,1,3
499,behave,verb,a2,a2,2,3,3,1
500,behaviour,noun,a2,a2,0,0,0,0
501,behind,adverb,a1,a1,234,279,236,300
502,behind,preposition,a1,a1,0,0,0,0
503,being,noun,b2,b2,64,54,161,112
504,belief,noun,b1,b1,0,1,7,2
505,believe,verb,a1,a1,95,70,60,102
506,bell,noun,b1,b1,5,10,25,14
507,belong,verb,a2,a2,9,7,4,14
508,beloved,adjective,-1,c1,6,8,3,4
509,below,adverb,a1,a1,71,85,44,89
510,below,preposition,a1,a1,0,0,0,0
511,belt,noun,a2,a2,30,41,3,27
512,bench,noun,-1,c1,11,36,19,24
513,benchmark,noun,-1,c1,0,0,0,0
514,bend,noun,b1,b1,20,15,3,27
515,bend,verb,b1,b1,0,0,0,0
516,beneath,preposition,-1,c1,189,177,26,293
517,beneficial,adjective,-1,b2,0,0,1,0
518,beneficiary,noun,-1,c1,0,0,0,0
519,benefit,noun,a2,a2,0,2,0,4
520,benefit,verb,b1,b1,0,0,0,0
521,bent,adjective,b2,b2,17,17,22,32
522,beside,preposition,-1,b2,165,211,40,181
523,besides,adverb,-1,b2,28,14,33,59
524,besides,preposition,-1,b2,0,0,0,0
525,best,adjective,a1,a1,124,104,127,169
526,best,adverb,a2,a2,0,0,0,0
527,best,noun,a2,a2,0,0,0,0
528,bet,noun,b2,b2,13,4,23,22
529,bet,verb,b2,b2,0,0,0,0
530,betray,verb,-1,c1,5,8,0,14
531,better,adjective,a1,a1,193,116,166,239
532,better,adverb,a2,a2,0,0,0,0
533,better,noun,b1,b1,0,0,0,0
534,between,adverb,a2,a2,196,188,129,233
535,between,preposition,a1,a1,0,0,0,0
536,beyond,adverb,b2,b2,99,106,23,100
537,beyond,preposition,b2,b2,0,0,0,0
538,bias,noun,-1,b2,0,0,0,0
539,bicycle,noun,a1,a1,0,0,0,0
540,bid,noun,-1,b2,25,19,2,13
541,bid,verb,-1,b2,0,0,0,0
542,big,adjective,a1,a1,104,70,57,230
543,bike,noun,a1,a1,0,0,0,0
544,bill,noun,a1,a1,2,0,2,3
545,bill,verb,b2,b2,0,0,0,0
546,billion,number,a2,a2,0,0,0,0
547,bin,noun,a2,a2,2,0,1,0
548,bind,verb,-1,c1,2,6,9,7
549,biography,noun,-1,c1,0,0,0,0
550,biological,adjective,-1,b2,0,0,0,0
551,biology,noun,a2,a2,0,0,0,0
552,bird,noun,a1,a1,68,44,17,58
553,birth,noun,a2,a2,24,11,2,37
554,birthday,noun,a1,a1,0,0,1,0
555,biscuit,noun,a2,a2,0,2,0,0
556,bishop,noun,-1,c1,0,0,1,0
557,bit,noun,a2,a2,48,40,142,80
558,bite,noun,b1,b1,29,20,21,34
559,bite,verb,b1,b1,0,0,0,0
560,bitter,adjective,b2,b2,19,17,22,21
561,bizarre,adjective,-1,c1,1,0,0,1
562,black,adjective,a1,a1,504,412,126,595
563,black,noun,a1,a1,0,0,0,0
564,blade,noun,-1,c1,67,107,13,91
565,blame,noun,b2,b2,19,8,8,29
566,blame,verb,b2,b2,0,0,0,0
567,blank,adjective,a2,a2,6,3,13,9
568,blank,noun,a2,a2,0,0,0,0
569,blanket,noun,-1,b2,18,21,54,11
570,blast,noun,-1,c1,10,4,0,5
571,blast,verb,-1,c1,0,0,0,0
572,bleed,verb,-1,c1,4,11,8,5
573,blend,noun,-1,c1,0,0,0,0
574,blend,verb,-1,c1,0,0,0,0
575,bless,verb,-1,c1,8,1,0,5
576,blessing,noun,-1,c1,3,1,2,3
577,blind,adjective,b2,b2,35,43,12,52
578,block,noun,b1,b1,3,3,3,12
579,block,verb,b1,b1,0,0,0,0
580,blog,noun,a1,a1,0,0,0,0
581,blonde,adjective,a1,a1,0,0,0,5
582,blood,noun,a2,a2,273,315,109,345
583,blow,noun,-1,b2,37,42,19,41
584,blow,verb,a2,a2,0,0,0,0
585,blue,adjective,a1,a1,104,112,96,112
586,blue,noun,a1,a1,0,0,0,0
587,board,noun,a2,a2,5,1,11,4
588,board,verb,b1,b1,0,0,0,0
589,boast,verb,-1,c1,7,2,0,10
590,boat,noun,a1,a1,16,4,3,57
591,body,noun,a1,a1,49,57,118,46
592,boil,verb,a2,a2,3,5,12,17
593,bold,adjective,-1,b2,29,19,1,20
594,bomb,noun,b1,b1,0,0,0,0
595,bomb,verb,b1,b1,0,0,0,0
596,bombing,noun,-1,b2,0,0,0,0
597,bond,noun,b2,b2,1,0,0,0
598,bone,noun,a2,a2,20,33,24,44
599,bonus,noun,-1,c1,0,0,0,0
600,book,noun,a1,a1,10,23,82,30
601,book,verb,a2,a2,0,0,0,0
602,booking,noun,-1,b2,0,0,0,0
603,boom,noun,-1,c1,7,4,0,12
604,boost,noun,-1,b2,1,0,0,2
605,boost,verb,-1,b2,0,0,0,0
606,boot,noun,a1,a1,7,14,9,27
607,border,noun,b1,b1,0,4,2,2
608,border,verb,b2,b2,0,0,0,0
609,bored,adjective,a1,a1,8,6,5,9
610,boring,adjective,a1,a1,1,1,2,2
611,born,verb,a1,a1,46,50,9,80
612,borrow,verb,a2,a2,0,2,7,0
613,boss,noun,a2,a2,0,0,0,0
614,both,determiner,a1,a1,126,128,140,165
615,both,pronoun,a1,a1,0,0,0,0
616,bother,verb,b1,b1,7,3,19,13
617,bottle,noun,a1,a1,2,0,79,0
618,bottom,adjective,a2,a2,33,22,29,36
619,bottom,noun,a2,a2,0,0,0,0
620,bounce,verb,-1,c1,0,0,0,2
621,bound,adjective,-1,b2,21,33,21,43
622,boundary,noun,-1,c1,0,1,1,0
623,bow,noun,-1,c1,36,20,17,53
624,bow,verb,-1,c1,0,0,0,0
625,bowl,noun,a2,a2,13,10,24,25
626,box,noun,a1,a1,9,5,12,3
627,boy,noun,a1,a1,368,440,185,446
628,boyfriend,noun,a1,a1,0,0,0,0
629,brain,noun,a2,a2,2,0,6,1
630,branch,noun,b1,b1,17,8,14,10
631,brand,noun,b1,b1,4,0,13,3
632,brand,verb,b1,b1,0,0,0,0
633,brave,adjective,b1,b1,57,25,11,125
634,breach,noun,-1,c1,6,0,0,6
635,breach,verb,-1,c1,0,0,0,0
636,bread,noun,a1,a1,59,31,66,60
637,break,noun,a1,a1,37,22,36,64
638,break,verb,a1,a1,0,0,0,0
639,breakdown,noun,-1,c1,0,0,0,0
640,breakfast,noun,a1,a1,3,7,6,16
641,breakthrough,noun,-1,c1,0,0,0,0
642,breast,noun,b2,b2,39,39,2,35
643,breath,noun,b1,b1,65,74,152,84
644,breathe,verb,b1,b1,7,7,13,17
645,breathing,noun,b1,b1,16,25,28,23
646,breed,noun,-1,c1,7,3,2,8
647,breed,verb,-1,c1,0,0,0,0
648,brick,noun,-1,b2,1,4,13,28
649,bride,noun,b1,b1,20,21,1,44
650,bridge,noun,a2,a2,29,27,5,35
651,brief,adjective,b2,b2,6,7,27,2
652,briefly,adverb,-1,b2,2,2,19,14
653,bright,adjective,a2,a2,69,38,64,66
654,brilliant,adjective,a2,a2,1,1,9,2
655,bring,verb,a1,a1,112,111,79,127
656,broad,adjective,b2,b2,18,26,14,40
657,broadband,noun,-1,c1,0,0,0,0
658,broadcast,noun,b2,b2,0,0,0,0
659,broadcast,verb,b2,b2,0,0,0,0
660,broadcaster,noun,-1,b2,0,0,0,0
661,broadly,adverb,-1,b2,2,1,1,1
662,broken,adjective,a2,a2,96,79,82,111
663,brother,noun,a1,a1,435,437,6,427
664,brown,adjective,a1,a1,75,56,19,142
665,brown,noun,a1,a1,0,0,0,0
666,browser,noun,-1,c1,0,0,0,0
667,brush,noun,a2,a2,11,15,17,16
668,brush,verb,a2,a2,0,0,0,0
669,brutal,adjective,-1,c1,4,3,1,10
670,bubble,noun,b1,b1,0,1,4,0
671,buck,noun,-1,c1,0,0,0,2
672,buddy,noun,-1,c1,0,0,0,0
673,budget,noun,b2,b2,0,0,0,0
674,buffer,noun,-1,c1,0,0,0,0
675,bug,noun,-1,b2,2,1,1,0
676,build,verb,a1,a1,14,9,18,13
677,building,noun,a1,a1,16,8,31,12
678,bulk,noun,-1,c1,1,0,1,1
679,bullet,noun,b2,b2,0,0,0,0
680,bunch,noun,b2,b2,3,1,4,4
681,burden,noun,-1,c1,2,5,4,5
682,bureaucracy,noun,-1,c1,0,0,0,0
683,burial,noun,-1,c1,1,0,1,0
684,burn,noun,b2,b2,40,30,30,49
685,burn,verb,a2,a2,0,0,0,0
686,burst,verb,-1,c1,21,16,41,34
687,bury,verb,b1,b1,5,6,3,7
688,bus,noun,a1,a1,0,0,0,0
689,bush,noun,b2,b2,8,4,0,2
690,business,noun,a1,a1,25,29,48,16
691,businessman,noun,a2,a2,0,0,0,0
692,busy,adjective,a1,a1,9,5,31,3
693,but,conjunction,a1,a1,2075,1488,1526,3130
694,but,preposition,b2,b2,0,0,0,0
695,butter,noun,a1,a1,13,8,15,8
696,button,noun,a2,a2,0,1,3,1
697,buy,verb,a1,a1,17,14,54,38
698,by,adverb,b1,b1,712,587,510,937
699,by,preposition,a1,a1,0,0,0,0
700,bye,exclamation,a1,a1,0,3,2,0
701,cabin,noun,-1,b2,5,1,5,26
702,cabinet,noun,-1,c1,0,0,4,0
703,cable,noun,b2,b2,0,0,0,0
704,cafe,noun,a1,a1,0,0,0,0
705,cake,noun,a1,a1,1,1,1,0
706,calculate,verb,b2,b2,0,0,2,0
707,calculation,noun,-1,c1,1,0,0,0
708,call,noun,a1,a1,65,40,55,74
709,call,verb,a1,a1,0,0,0,0
710,calm,adjective,b1,b1,11,12,25,22
711,calm,noun,b1,b1,0,0,0,0
712,calm,verb,b1,b1,0,0,0,0
713,camera,noun,a1,a1,0,0,0,0
714,camp,noun,a2,a2,59,34,10,73
715,camp,verb,a2,a2,0,0,0,0
716,campaign,noun,b1,b1,0,1,0,1
717,campaign,verb,b1,b1,0,0,0,0
718,camping,noun,a2,a2,0,1,0,1
719,campus,noun,b1,b1,0,0,0,0
720,can,noun,a2,a2,394,369,500,567
721,can,modal verb,a1,a1,0,0,0,0
722,canal,noun,-1,b2,0,0,1,0
723,cancel,verb,b2,b2,0,0,0,0
724,cancer,noun,b2,b2,0,0,0,0
725,candidate,noun,b1,b1,0,0,1,0
726,candle,noun,-1,b2,24,26,56,18
727,cannot,modal verb,a1,a1,58,58,33,105
728,canvas,noun,-1,c1,5,1,11,11
729,cap,noun,b1,b1,4,10,3,6
730,capability,noun,-1,c1,0,0,0,0
731,capable,adjective,b2,b2,5,2,0,7
732,capacity,noun,b2,b2,1,0,0,1
733,capital,adjective,a1,a1,0,0,0,0
734,capital,noun,a1,a1,0,0,0,0
735,capitalism,noun,-1,c1,0,0,0,0
736,capitalist,adjective,-1,c1,0,0,0,0
737,captain,noun,b1,b1,80,36,1,84
738,capture,noun,b2,b2,5,1,2,3
739,capture,verb,b2,b2,0,0,0,0
740,car,noun,a1,a1,0,0,0,0
741,carbon,noun,-1,b2,0,0,2,0
742,card,noun,a1,a1,0,0,2,0
743,care,noun,a2,a2,68,63,52,70
744,care,verb,a2,a2,0,0,0,0
745,career,noun,a1,a1,0,0,0,1
746,careful,adjective,a2,a2,28,22,43,22
747,carefully,adverb,a2,a2,11,10,68,13
748,careless,adjective,b1,b1,2,2,5,2
749,cargo,noun,-1,c1,0,0,1,4
750,carpet,noun,a2,a2,5,3,0,5
751,carriage,noun,-1,c1,0,1,3,0
752,carrot,noun,a1,a1,2,2,0,1
753,carry,verb,a1,a1,32,28,28,42
754,cartoon,noun,a2,a2,0,0,0,0
755,carve,verb,-1,c1,3,3,2,3
756,case,noun,a2,a2,16,13,56,17
757,cash,noun,a2,a2,0,0,0,0
758,casino,noun,-1,c1,0,0,0,0
759,cast,noun,b2,b2,23,12,11,13
760,cast,verb,b2,b2,0,0,0,0
761,castle,noun,a2,a2,265,144,0,345
762,casual,adjective,-1,b2,3,4,17,2
763,casualty,noun,-1,c1,0,0,0,0
764,cat,noun,a1,a1,34,39,8,33
765,catalogue,noun,-1,c1,0,0,0,0
766,catch,noun,b2,b2,29,17,53,48
767,catch,verb,a2,a2,0,0,0,0
768,category,noun,b1,b1,0,0,1,0
769,cater,verb,-1,c1,0,0,1,0
770,cattle,noun,-1,c1,2,0,2,2
771,cause,noun,a2,a2,32,12,13,35
772,cause,verb,a2,a2,0,0,0,0
773,caution,noun,-1,c1,6,4,2,1
774,cautious,adjective,-1,c1,4,3,5,3
775,cave,noun,-1,b2,8,1,2,32
776,cd,noun,a1,a1,0,0,0,0
777,cease,verb,-1,c1,1,0,2,1
778,ceiling,noun,b1,b1,10,7,11,11
779,celebrate,verb,a2,a2,2,0,2,0
780,celebration,noun,b1,b1,4,0,3,1
781,celebrity,noun,a2,a2,0,0,0,0
782,cell,noun,b2,b2,19,19,7,42
783,cemetery,noun,-1,c1,0,0,0,0
784,cent,noun,a1,a1,0,0,0,0
785,central,adjective,b1,b1,2,1,3,4
786,centre,noun,a1,a1,0,0,0,0
787,centre,verb,b1,b1,0,0,0,0
788,century,noun,a1,a1,1,4,0,7
789,ceremony,noun,b1,b1,0,5,0,6
790,certain,adjective,a2,a2,117,95,37,123
791,certainly,adverb,a2,a2,5,8,34,14
792,certainty,noun,-1,b2,11,18,11,8
793,certificate,noun,-1,b2,0,0,0,0
794,chain,noun,b1,b1,54,35,4,57
795,chain,verb,b2,b2,0,0,0,0
796,chair,noun,a1,a1,36,32,57,40
797,chair,verb,b2,b2,0,0,0,0
798,chairman,noun,b2,b2,0,0,0,0
799,challenge,noun,b1,b1,2,1,4,4
800,challenge,verb,b2,b2,0,0,0,0
801,challenging,adjective,-1,b2,0,2,0,1
802,chamber,noun,-1,c1,19,19,1,23
803,champion,noun,b1,b1,14,17,0,23
804,championship,noun,-1,b2,0,0,0,0
805,chance,noun,a2,a2,47,35,45,40
806,change,noun,a1,a1,16,24,21,34
807,change,verb,a1,a1,0,0,0,0
