Palabra;Book 1;Book 2;Book 3;Book 4;Book 5;Suma Total
hard;24.0;2.0;16.0;6.0;2.0;50.0
meter;18.0;0.0;11.0;21.0;0.0;50.0
ba;;50.0;0.0;0.0;0.0;50.0
klein;13.0;0.0;19.0;15.0;2.0;49.0
mooi;32.0;1.0;6.0;8.0;2.0;49.0
antwoord;20.0;0.0;16.0;12.0;1.0;49.0
recht;16.0;1.0;9.0;8.0;15.0;49.0
idee;38.0;0.0;11.0;0.0;0.0;49.0
minuten;20.0;0.0;25.0;3.0;0.0;48.0
allemaal;17.0;1.0;30.0;0.0;0.0;48.0
gehad;33.0;1.0;11.0;3.0;0.0;48.0
mens;10.0;0.0;38.0;0.0;0.0;48.0
verschillende;21.0;0.0;6.0;21.0;0.0;48.0
daarvoor;23.0;0.0;13.0;11.0;1.0;48.0
arm;26.0;6.0;9.0;6.0;1.0;48.0
moeite;23.0;0.0;10.0;15.0;0.0;48.0
omgeving;20.0;0.0;24.0;3.0;0.0;47.0
ergens;29.0;0.0;12.0;4.0;2.0;47.0
weinig;24.0;3.0;9.0;10.0;1.0;47.0
gerben;47.0;0.0;0.0;0.0;0.0;47.0
vermoord;32.0;0.0;12.0;1.0;2.0;47.0
tranen;9.0;13.0;15.0;6.0;4.0;47.0
dingen;29.0;1.0;8.0;8.0;0.0;46.0
zes;21.0;0.0;2.0;23.0;0.0;46.0
gebeuren;26.0;0.0;15.0;5.0;0.0;46.0
boom;10.0;0.0;28.0;8.0;0.0;46.0
normaal;18.0;2.0;25.0;1.0;0.0;46.0
ver;13.0;1.0;11.0;18.0;3.0;46.0
klopt;39.0;1.0;4.0;0.0;2.0;46.0
ondanks;19.0;3.0;7.0;16.0;0.0;45.0
zoeken;24.0;1.0;6.0;14.0;0.0;45.0
soort;20.0;0.0;12.0;12.0;1.0;45.0
zacht;6.0;8.0;17.0;11.0;3.0;45.0
beste;19.0;2.0;14.0;10.0;0.0;45.0
knikte;;1.0;42.0;2.0;0.0;45.0
vreemde;18.0;4.0;7.0;10.0;6.0;45.0
halen;18.0;0.0;14.0;12.0;1.0;45.0
taal;;5.0;3.0;24.0;13.0;45.0
uiteraard;23.0;2.0;19.0;0.0;0.0;44.0
geest;9.0;1.0;23.0;2.0;9.0;44.0
ira;44.0;0.0;0.0;0.0;0.0;44.0
begin;35.0;0.0;6.0;3.0;0.0;44.0
wilt;23.0;1.0;10.0;1.0;9.0;44.0
gelijk;19.0;2.0;13.0;5.0;5.0;44.0
zin;28.0;0.0;16.0;0.0;0.0;44.0
vallen;21.0;1.0;8.0;11.0;2.0;43.0
werken;29.0;1.0;8.0;3.0;2.0;43.0
jorrit;43.0;0.0;0.0;0.0;0.0;43.0
kracht;12.0;0.0;11.0;17.0;3.0;43.0
stil;21.0;1.0;13.0;7.0;1.0;43.0
zoek;36.0;1.0;6.0;0.0;0.0;43.0
waardoor;12.0;0.0;23.0;8.0;0.0;43.0
keuken;26.0;0.0;14.0;3.0;0.0;43.0
riep;3.0;3.0;15.0;21.0;1.0;43.0
mocht;15.0;0.0;9.0;15.0;4.0;43.0
midden;18.0;0.0;7.0;18.0;0.0;43.0
licht;22.0;2.0;8.0;10.0;1.0;43.0
doe;22.0;1.0;19.0;0.0;1.0;43.0
legde;1.0;7.0;17.0;17.0;0.0;42.0
gegaan;26.0;0.0;8.0;7.0;1.0;42.0
vriend;24.0;0.0;10.0;7.0;1.0;42.0
daarbij;14.0;0.0;8.0;20.0;0.0;42.0
lankbergen;42.0;0.0;0.0;0.0;0.0;42.0
probeert;39.0;0.0;3.0;0.0;0.0;42.0
klaar;30.0;0.0;9.0;3.0;0.0;42.0
lilliput;;;;41.0;0.0;41.0
gang;30.0;0.0;5.0;6.0;0.0;41.0
beginnen;26.0;0.0;10.0;5.0;0.0;41.0
bezig;24.0;3.0;5.0;9.0;0.0;41.0
schrikt;41.0;0.0;0.0;0.0;0.0;41.0
voorstellen;33.0;0.0;5.0;3.0;0.0;41.0
kort;20.0;1.0;8.0;11.0;1.0;41.0
geworden;13.0;2.0;16.0;10.0;0.0;41.0
yvonne;;;41.0;0.0;0.0;41.0
amsterdam;35.0;0.0;3.0;3.0;0.0;41.0
woning;6.0;0.0;1.0;34.0;0.0;41.0
klonk;3.0;1.0;19.0;15.0;3.0;41.0
plek;31.0;4.0;3.0;3.0;0.0;41.0
plan;13.0;0.0;13.0;15.0;0.0;41.0
stak;1.0;3.0;18.0;17.0;1.0;40.0
sprak;6.0;0.0;8.0;17.0;9.0;40.0
oud;22.0;1.0;13.0;3.0;1.0;40.0
diedie;;;40.0;0.0;0.0;40.0
welke;18.0;0.0;4.0;17.0;1.0;40.0
gingen;7.0;1.0;12.0;20.0;0.0;40.0
groenvors;40.0;0.0;0.0;0.0;0.0;40.0
twintig;23.0;1.0;4.0;12.0;0.0;40.0
voeten;9.0;3.0;9.0;19.0;0.0;40.0
houdt;34.0;1.0;5.0;0.0;0.0;40.0
voorbij;14.0;1.0;10.0;14.0;1.0;40.0
stap;18.0;4.0;16.0;2.0;0.0;40.0
vandaag;24.0;2.0;13.0;0.0;1.0;40.0
dicht;19.0;2.0;5.0;14.0;0.0;40.0
gezet;19.0;1.0;8.0;12.0;0.0;40.0
per;27.0;1.0;10.0;2.0;0.0;40.0
mes;20.0;6.0;8.0;6.0;0.0;40.0
mezelf;4.0;1.0;35.0;0.0;0.0;40.0
stuurman;;;;40.0;0.0;40.0
blefoeskoe;;;;40.0;0.0;40.0
sloeg;7.0;1.0;18.0;9.0;5.0;40.0
bureau;33.0;0.0;7.0;0.0;0.0;40.0
druk;23.0;0.0;7.0;6.0;4.0;40.0
wakker;16.0;1.0;17.0;5.0;1.0;40.0
waarvan;20.0;1.0;7.0;12.0;0.0;40.0
verbazing;13.0;0.0;7.0;20.0;0.0;40.0
sharon;;;39.0;0.0;0.0;39.0
keizer;;;;34.0;5.0;39.0
jouw;29.0;0.0;10.0;0.0;0.0;39.0
hoofdstad;1.0;0.0;0.0;37.0;1.0;39.0
zagen;12.0;0.0;9.0;18.0;0.0;39.0
baby;;;39.0;0.0;0.0;39.0
telefoon;38.0;0.0;1.0;0.0;0.0;39.0
wijze;10.0;0.0;2.0;25.0;2.0;39.0
verdwenen;13.0;0.0;8.0;14.0;4.0;39.0
honderd;15.0;0.0;11.0;13.0;0.0;39.0
krant;18.0;0.0;21.0;0.0;0.0;39.0
draaide;;13.0;22.0;4.0;0.0;39.0
weken;20.0;0.0;8.0;11.0;0.0;39.0
professor;;32.0;7.0;0.0;0.0;39.0
wagen;1.0;0.0;24.0;12.0;1.0;38.0
jan;17.0;0.0;21.0;0.0;0.0;38.0
prima;27.0;0.0;11.0;0.0;0.0;38.0
voorzichtig;16.0;4.0;9.0;9.0;0.0;38.0
opeens;29.0;2.0;5.0;2.0;0.0;38.0
trap;20.0;0.0;11.0;7.0;0.0;38.0
gedachte;25.0;0.0;12.0;1.0;0.0;38.0
gaten;22.0;3.0;13.0;0.0;0.0;38.0
einde;15.0;1.0;8.0;14.0;0.0;38.0
spelen;24.0;2.0;9.0;3.0;0.0;38.0
droeg;5.0;3.0;4.0;26.0;0.0;38.0
stel;31.0;1.0;6.0;0.0;0.0;38.0
zoveel;14.0;2.0;22.0;0.0;0.0;38.0
manon;;;38.0;0.0;0.0;38.0
namen;18.0;0.0;6.0;14.0;0.0;38.0
verwacht;27.0;0.0;6.0;4.0;0.0;37.0
wind;;;5.0;32.0;0.0;37.0
volkomen;2.0;0.0;4.0;31.0;0.0;37.0
zulk;1.0;0.0;1.0;29.0;6.0;37.0
baas;29.0;0.0;6.0;2.0;0.0;37.0
antwoordde;5.0;1.0;15.0;16.0;0.0;37.0
vroeger;10.0;1.0;15.0;9.0;2.0;37.0
volgen;19.0;0.0;7.0;11.0;0.0;37.0
feiten;35.0;0.0;2.0;0.0;0.0;37.0
kunt;22.0;0.0;12.0;1.0;2.0;37.0
maanden;15.0;0.0;10.0;12.0;0.0;37.0
meest;17.0;2.0;9.0;7.0;2.0;37.0
gisteren;34.0;0.0;3.0;0.0;0.0;37.0
kende;8.0;1.0;12.0;16.0;0.0;37.0
oog;11.0;2.0;7.0;13.0;3.0;36.0
juist;16.0;1.0;2.0;17.0;0.0;36.0
hetzelfde;20.0;0.0;10.0;6.0;0.0;36.0
menschen;;;;31.0;5.0;36.0
oké;18.0;0.0;18.0;0.0;0.0;36.0
verbaasd;14.0;1.0;7.0;14.0;0.0;36.0
zodat;6.0;1.0;29.0;0.0;0.0;36.0
plotseling;8.0;0.0;0.0;28.0;0.0;36.0
liever;11.0;3.0;11.0;11.0;0.0;36.0
aarde;1.0;0.0;0.0;20.0;15.0;36.0
onderzoeken;24.0;0.0;8.0;4.0;0.0;36.0
rijk;3.0;0.0;2.0;29.0;2.0;36.0
zeg;14.0;1.0;17.0;0.0;4.0;36.0
afstand;12.0;0.0;9.0;15.0;0.0;36.0
wacht;27.0;0.0;2.0;6.0;1.0;36.0
onmogelijk;7.0;1.0;5.0;23.0;0.0;36.0
pakt;36.0;0.0;0.0;0.0;0.0;36.0
grootste;11.0;0.0;4.0;19.0;2.0;36.0
situatie;30.0;0.0;5.0;0.0;0.0;35.0
storm;4.0;0.0;0.0;31.0;0.0;35.0
brief;29.0;0.0;0.0;6.0;0.0;35.0
nauwelijks;8.0;0.0;0.0;27.0;0.0;35.0
meisje;5.0;8.0;14.0;5.0;3.0;35.0
borst;1.0;0.0;14.0;7.0;13.0;35.0
kelder;33.0;0.0;0.0;2.0;0.0;35.0
stuk;15.0;0.0;9.0;10.0;1.0;35.0
heer;9.0;0.0;0.0;10.0;16.0;35.0
pachter;;;;35.0;0.0;35.0
zooals;;;;35.0;0.0;35.0
beeld;25.0;0.0;6.0;0.0;4.0;35.0
last;17.0;1.0;5.0;12.0;0.0;35.0
lot;7.0;0.0;4.0;9.0;15.0;35.0
zwart;17.0;1.0;8.0;9.0;0.0;35.0
eh;34.0;0.0;1.0;0.0;0.0;35.0
daarop;14.0;1.0;6.0;13.0;0.0;34.0
rug;11.0;3.0;14.0;6.0;0.0;34.0
besloten;10.0;1.0;5.0;18.0;0.0;34.0
sterk;14.0;0.0;12.0;6.0;2.0;34.0
hulp;10.0;1.0;2.0;18.0;3.0;34.0
geluid;12.0;1.0;12.0;8.0;1.0;34.0
indruk;29.0;0.0;2.0;3.0;0.0;34.0
ouders;26.0;0.0;7.0;0.0;1.0;34.0
sinds;26.0;1.0;6.0;0.0;1.0;34.0
gebeld;33.0;0.0;1.0;0.0;0.0;34.0
zorgen;24.0;0.0;2.0;8.0;0.0;34.0
helpen;21.0;2.0;7.0;3.0;1.0;34.0
kruisen;31.0;0.0;0.0;3.0;0.0;34.0
spijt;19.0;1.0;8.0;0.0;6.0;34.0
zwarte;18.0;2.0;8.0;3.0;3.0;34.0
spoedig;;;;34.0;0.0;34.0
bezoek;22.0;1.0;3.0;8.0;0.0;34.0
vindt;23.0;0.0;8.0;0.0;2.0;33.0
dier;;;4.0;24.0;5.0;33.0
gelegen;5.0;0.0;1.0;26.0;1.0;33.0
acht;22.0;0.0;0.0;11.0;0.0;33.0
voldoende;22.0;0.0;9.0;2.0;0.0;33.0
wezen;3.0;0.0;6.0;23.0;1.0;33.0
pedro;;;28.0;5.0;0.0;33.0
golven;1.0;0.0;1.0;31.0;0.0;33.0
volgenden;;;;33.0;0.0;33.0
vijftig;21.0;0.0;4.0;8.0;0.0;33.0
vertelde;13.0;1.0;9.0;10.0;0.0;33.0
reactie;30.0;0.0;3.0;0.0;0.0;33.0
hoor;16.0;0.0;14.0;0.0;3.0;33.0
devenijns;33.0;0.0;0.0;0.0;0.0;33.0
god;4.0;0.0;5.0;2.0;22.0;33.0
vanaf;22.0;1.0;10.0;0.0;0.0;33.0
overal;12.0;1.0;4.0;15.0;0.0;32.0
slecht;11.0;1.0;17.0;3.0;0.0;32.0
vlaamsche;;;;;32.0;32.0
schudde;;3.0;24.0;5.0;0.0;32.0
vind;21.0;1.0;10.0;0.0;0.0;32.0
zon;5.0;0.0;9.0;16.0;2.0;32.0
gouden;2.0;0.0;1.0;26.0;3.0;32.0
hoog;6.0;0.0;3.0;17.0;6.0;32.0
gave;;;32.0;0.0;0.0;32.0
bleek;14.0;0.0;10.0;7.0;1.0;32.0
volledig;6.0;2.0;23.0;1.0;0.0;32.0
gek;14.0;0.0;16.0;2.0;0.0;32.0
waarmee;27.0;0.0;5.0;0.0;0.0;32.0
opnieuw;4.0;1.0;20.0;7.0;0.0;32.0
punt;13.0;0.0;14.0;5.0;0.0;32.0
klap;31.0;0.0;1.0;0.0;0.0;32.0
neemt;32.0;0.0;0.0;0.0;0.0;32.0
schouders;11.0;0.0;18.0;3.0;0.0;32.0
begreep;13.0;0.0;16.0;3.0;0.0;32.0
tuin;19.0;0.0;3.0;10.0;0.0;32.0
drinken;19.0;0.0;7.0;5.0;1.0;32.0
oded;;;32.0;0.0;0.0;32.0
prachtige;3.0;0.0;7.0;21.0;1.0;32.0
wees;3.0;2.0;9.0;16.0;1.0;31.0
ene;18.0;1.0;12.0;0.0;0.0;31.0
nummer;29.0;0.0;2.0;0.0;0.0;31.0
tevreden;12.0;0.0;13.0;6.0;0.0;31.0
doek;23.0;1.0;7.0;0.0;0.0;31.0
kerst;31.0;0.0;0.0;0.0;0.0;31.0
max;31.0;0.0;0.0;0.0;0.0;31.0
adem;12.0;2.0;14.0;3.0;0.0;31.0
ongeluk;17.0;0.0;5.0;9.0;0.0;31.0
aanslag;30.0;0.0;1.0;0.0;0.0;31.0
slaan;17.0;1.0;7.0;3.0;3.0;31.0
stappen;16.0;4.0;9.0;2.0;0.0;31.0
mogen;13.0;1.0;6.0;10.0;1.0;31.0
bemanning;;;;31.0;0.0;31.0
trekken;13.0;2.0;2.0;14.0;0.0;31.0
glas;16.0;0.0;13.0;1.0;1.0;31.0
eerlijk;21.0;1.0;9.0;0.0;0.0;31.0
levis;;;31.0;0.0;0.0;31.0
nederland;17.0;0.0;0.0;2.0;12.0;31.0
haalt;28.0;0.0;3.0;0.0;0.0;31.0
gekregen;20.0;0.0;7.0;4.0;0.0;31.0
rest;16.0;1.0;11.0;3.0;0.0;31.0
dromen;4.0;0.0;26.0;0.0;0.0;30.0
opende;1.0;0.0;23.0;6.0;0.0;30.0
glumdalclitch;;;;30.0;0.0;30.0
behalve;4.0;1.0;19.0;6.0;0.0;30.0
aangezien;14.0;0.0;16.0;0.0;0.0;30.0
zet;30.0;0.0;0.0;0.0;0.0;30.0
rijdt;30.0;0.0;0.0;0.0;0.0;30.0
muur;13.0;0.0;12.0;4.0;1.0;30.0
doel;16.0;0.0;9.0;5.0;0.0;30.0
moed;3.0;0.0;6.0;7.0;14.0;30.0
witte;10.0;2.0;16.0;2.0;0.0;30.0
sloep;;;;30.0;0.0;30.0
waarbij;8.0;0.0;9.0;13.0;0.0;30.0
verteld;25.0;0.0;2.0;3.0;0.0;30.0
voorkomen;24.0;0.0;0.0;6.0;0.0;30.0
voorhoofd;19.0;0.0;9.0;2.0;0.0;30.0
volgde;3.0;2.0;14.0;11.0;0.0;30.0
lippen;3.0;0.0;24.0;2.0;1.0;30.0
nergens;7.0;0.0;10.0;12.0;1.0;30.0
geluk;2.0;0.0;12.0;9.0;7.0;30.0
volk;;1.0;5.0;7.0;17.0;30.0
afspraak;29.0;0.0;1.0;0.0;0.0;30.0
zaten;9.0;1.0;12.0;7.0;0.0;29.0
zoon;8.0;0.0;10.0;4.0;7.0;29.0
bestond;1.0;0.0;12.0;16.0;0.0;29.0
bewoners;4.0;0.0;1.0;24.0;0.0;29.0
schoot;2.0;0.0;19.0;7.0;1.0;29.0
kennis;10.0;1.0;5.0;13.0;0.0;29.0
volle;10.0;1.0;13.0;4.0;1.0;29.0
ervan;11.0;2.0;13.0;3.0;0.0;29.0
jannick;;;29.0;0.0;0.0;29.0
vergeten;8.0;2.0;14.0;2.0;3.0;29.0
vrouwen;7.0;1.0;12.0;8.0;1.0;29.0
vrijheid;3.0;0.0;4.0;9.0;13.0;29.0
toon;10.0;0.0;10.0;5.0;4.0;29.0
zijner;1.0;0.0;0.0;27.0;1.0;29.0
haalde;4.0;3.0;12.0;10.0;0.0;29.0
gedachten;12.0;0.0;14.0;3.0;0.0;29.0
beneden;12.0;0.0;3.0;14.0;0.0;29.0
begonnen;9.0;2.0;8.0;10.0;0.0;29.0
glimlach;9.0;1.0;19.0;0.0;0.0;29.0
ruimte;12.0;0.0;10.0;7.0;0.0;29.0
patel;;29.0;0.0;0.0;0.0;29.0
schuldig;13.0;1.0;13.0;1.0;1.0;29.0
gat;25.0;0.0;2.0;2.0;0.0;29.0
slaat;27.0;0.0;1.0;0.0;1.0;29.0
betreft;25.0;0.0;2.0;2.0;0.0;29.0
herinneren;16.0;0.0;12.0;1.0;0.0;29.0
mooie;14.0;1.0;1.0;13.0;0.0;29.0
stilte;14.0;2.0;9.0;3.0;1.0;29.0
advocaat;28.0;0.0;1.0;0.0;0.0;29.0
bier;21.0;0.0;7.0;0.0;1.0;29.0
eric;;;28.0;0.0;0.0;28.0
verleden;5.0;3.0;17.0;0.0;3.0;28.0
vloot;;;;28.0;0.0;28.0
nabijheid;;;;28.0;0.0;28.0
voort;2.0;0.0;4.0;12.0;10.0;28.0
haven;;;;28.0;0.0;28.0
zijne;;;1.0;8.0;19.0;28.0
probeerde;5.0;4.0;18.0;1.0;0.0;28.0
kent;22.0;0.0;5.0;1.0;0.0;28.0
gereed;1.0;0.0;1.0;26.0;0.0;28.0
centaur;;;;28.0;0.0;28.0
haren;2.0;2.0;15.0;5.0;4.0;28.0
verzocht;1.0;0.0;0.0;27.0;0.0;28.0
charlotte;;;28.0;0.0;0.0;28.0
vernam;1.0;0.0;3.0;24.0;0.0;28.0
dichter;2.0;1.0;9.0;11.0;5.0;28.0
machine;2.0;0.0;20.0;6.0;0.0;28.0
kennen;11.0;0.0;6.0;11.0;0.0;28.0
moeilijk;16.0;1.0;10.0;1.0;0.0;28.0
laros;28.0;0.0;0.0;0.0;0.0;28.0
engeland;4.0;0.0;1.0;22.0;1.0;28.0
gestel;28.0;0.0;0.0;0.0;0.0;28.0
toekomst;3.0;0.0;20.0;2.0;3.0;28.0
beweging;9.0;2.0;4.0;13.0;0.0;28.0
kijk;11.0;0.0;15.0;2.0;0.0;28.0
vrijdag;26.0;0.0;2.0;0.0;0.0;28.0
opdat;;;;26.0;2.0;28.0
personen;13.0;0.0;10.0;5.0;0.0;28.0
pakken;26.0;0.0;2.0;0.0;0.0;28.0
deden;4.0;0.0;16.0;8.0;0.0;28.0
neen;;;;;27.0;27.0
strand;2.0;0.0;1.0;24.0;0.0;27.0
soms;8.0;2.0;13.0;0.0;4.0;27.0
eén;21.0;1.0;5.0;0.0;0.0;27.0
kust;4.0;0.0;0.0;22.0;1.0;27.0
verloren;9.0;0.0;10.0;8.0;0.0;27.0
trots;2.0;0.0;17.0;1.0;7.0;27.0
plots;;;27.0;0.0;0.0;27.0
derde;11.0;1.0;6.0;9.0;0.0;27.0
slapen;9.0;0.0;8.0;10.0;0.0;27.0
lagen;9.0;2.0;8.0;8.0;0.0;27.0
zucht;17.0;2.0;3.0;1.0;4.0;27.0
ding;7.0;1.0;15.0;2.0;2.0;27.0
blij;14.0;3.0;5.0;1.0;4.0;27.0
woonkamer;19.0;0.0;8.0;0.0;0.0;27.0
buurt;17.0;0.0;8.0;2.0;0.0;27.0
bevond;;;6.0;21.0;0.0;27.0
elk;12.0;0.0;5.0;6.0;4.0;27.0
familie;11.0;0.0;10.0;6.0;0.0;27.0
zaken;18.0;0.0;2.0;7.0;0.0;27.0
werkt;21.0;0.0;5.0;0.0;1.0;27.0
bestaan;7.0;1.0;14.0;0.0;5.0;27.0
merkte;1.0;0.0;16.0;10.0;0.0;27.0
gerrit;27.0;0.0;0.0;0.0;0.0;27.0
ontvangen;6.0;0.0;4.0;17.0;0.0;27.0
overleden;23.0;0.0;4.0;0.0;0.0;27.0
aandacht;6.0;1.0;9.0;11.0;0.0;27.0
bank;22.0;0.0;5.0;0.0;0.0;27.0
stelt;27.0;0.0;0.0;0.0;0.0;27.0
bijzonder;6.0;0.0;11.0;9.0;0.0;26.0
stoel;9.0;0.0;11.0;6.0;0.0;26.0
bewegen;14.0;0.0;4.0;8.0;0.0;26.0
slaap;12.0;0.0;7.0;5.0;2.0;26.0
wilden;4.0;0.0;2.0;19.0;1.0;26.0
vuur;9.0;0.0;4.0;11.0;2.0;26.0
daardoor;13.0;0.0;3.0;10.0;0.0;26.0
jas;14.0;0.0;7.0;5.0;0.0;26.0
liepen;3.0;2.0;9.0;12.0;0.0;26.0
go;25.0;0.0;1.0;0.0;0.0;26.0
zware;9.0;3.0;1.0;12.0;1.0;26.0
zeilen;;;;26.0;0.0;26.0
vanochtend;26.0;0.0;0.0;0.0;0.0;26.0
waarheid;9.0;0.0;6.0;8.0;3.0;26.0
belt;26.0;0.0;0.0;0.0;0.0;26.0
diepe;6.0;1.0;11.0;8.0;0.0;26.0
dezen;;;;25.0;1.0;26.0
spandoeken;26.0;0.0;0.0;0.0;0.0;26.0
raam;13.0;0.0;10.0;3.0;0.0;26.0
eene;;;;18.0;8.0;26.0
gelezen;16.0;0.0;6.0;4.0;0.0;26.0
ontdekt;9.0;0.0;11.0;6.0;0.0;26.0
gevaar;4.0;0.0;2.0;20.0;0.0;26.0
wijn;3.0;0.0;18.0;5.0;0.0;26.0
noch;1.0;0.0;6.0;12.0;7.0;26.0
gouverneur;;;1.0;25.0;0.0;26.0
gesproken;19.0;0.0;4.0;2.0;1.0;26.0
afscheid;5.0;0.0;1.0;20.0;0.0;26.0
gehouden;10.0;1.0;4.0;11.0;0.0;26.0
nieuws;19.0;0.0;7.0;0.0;0.0;26.0
hof;;;2.0;24.0;0.0;26.0
besluit;15.0;0.0;3.0;7.0;1.0;26.0
begrijpen;13.0;1.0;4.0;7.0;0.0;25.0
oogen;;;;22.0;3.0;25.0
vervolgens;19.0;0.0;6.0;0.0;0.0;25.0
gesloten;13.0;0.0;2.0;8.0;2.0;25.0
kop;12.0;2.0;7.0;3.0;1.0;25.0
feit;7.0;0.0;15.0;1.0;2.0;25.0
oogenblik;;;;25.0;0.0;25.0
schepen;;;;25.0;0.0;25.0
bedrijf;22.0;0.0;3.0;0.0;0.0;25.0
gelegenheid;3.0;0.0;3.0;18.0;1.0;25.0
levensmiddelen;;;;25.0;0.0;25.0
schoon;3.0;0.0;2.0;0.0;20.0;25.0
zover;13.0;0.0;12.0;0.0;0.0;25.0
vreugde;;;;15.0;10.0;25.0
schrik;6.0;0.0;2.0;16.0;1.0;25.0
eind;16.0;0.0;5.0;3.0;1.0;25.0
bedenken;19.0;0.0;4.0;1.0;1.0;25.0
geloof;12.0;0.0;11.0;2.0;0.0;25.0
verkeerd;9.0;1.0;14.0;1.0;0.0;25.0
omhoog;9.0;3.0;4.0;7.0;2.0;25.0
spreekt;20.0;0.0;1.0;0.0;4.0;25.0
paard;15.0;0.0;0.0;10.0;0.0;25.0
warm;16.0;1.0;6.0;2.0;0.0;25.0
gaarne;;;;25.0;0.0;25.0
nogal;11.0;0.0;14.0;0.0;0.0;25.0
mogelijke;14.0;0.0;3.0;8.0;0.0;25.0
ontdekken;5.0;0.0;8.0;11.0;1.0;25.0
werkte;10.0;0.0;13.0;1.0;1.0;25.0
vele;2.0;0.0;14.0;9.0;0.0;25.0
strijd;7.0;1.0;1.0;10.0;6.0;25.0
lid;23.0;0.0;2.0;0.0;0.0;25.0
mogelijkheid;18.0;0.0;7.0;0.0;0.0;25.0
prachtig;2.0;2.0;6.0;12.0;3.0;25.0
begrijp;15.0;2.0;8.0;0.0;0.0;25.0
geur;6.0;4.0;11.0;2.0;2.0;25.0
uwe;;;;3.0;22.0;25.0
zooveel;;;;25.0;0.0;25.0
noord;18.0;0.0;0.0;1.0;6.0;25.0
twijfel;11.0;2.0;7.0;5.0;0.0;25.0
plant;2.0;3.0;19.0;0.0;1.0;25.0
werkelijk;3.0;0.0;19.0;3.0;0.0;25.0
dienst;10.0;0.0;1.0;13.0;1.0;25.0
dader;25.0;0.0;0.0;0.0;0.0;25.0
dikke;16.0;1.0;4.0;4.0;0.0;25.0
straks;23.0;1.0;1.0;0.0;0.0;25.0
welk;6.0;0.0;4.0;12.0;3.0;25.0
schrijven;16.0;3.0;0.0;6.0;0.0;25.0
slot;11.0;0.0;7.0;7.0;0.0;25.0
probleem;17.0;1.0;7.0;0.0;0.0;25.0
houten;9.0;1.0;7.0;7.0;0.0;24.0
gevolg;10.0;0.0;5.0;9.0;0.0;24.0
rook;6.0;1.0;13.0;3.0;1.0;24.0
huid;6.0;2.0;14.0;2.0;0.0;24.0
gauw;8.0;0.0;16.0;0.0;0.0;24.0
olifant;1.0;23.0;0.0;0.0;0.0;24.0
ken;21.0;0.0;3.0;0.0;0.0;24.0
café;22.0;0.0;2.0;0.0;0.0;24.0
bel;20.0;0.0;4.0;0.0;0.0;24.0
onmiddellijk;1.0;0.0;6.0;17.0;0.0;24.0
gastheer;;;14.0;10.0;0.0;24.0
hemel;3.0;0.0;3.0;12.0;6.0;24.0
vertelt;23.0;0.0;1.0;0.0;0.0;24.0
kwijt;18.0;0.0;5.0;0.0;1.0;24.0
spoor;18.0;0.0;0.0;6.0;0.0;24.0
centauren;;;;24.0;0.0;24.0
foto;17.0;0.0;7.0;0.0;0.0;24.0
vanuit;23.0;1.0;0.0;0.0;0.0;24.0
gevraagd;17.0;0.0;5.0;2.0;0.0;24.0
muziek;17.0;0.0;1.0;4.0;2.0;24.0
moordenaar;17.0;0.0;5.0;2.0;0.0;24.0
sint;24.0;0.0;0.0;0.0;0.0;24.0
draait;24.0;0.0;0.0;0.0;0.0;24.0
koninklijk;;;;24.0;0.0;24.0
gebeurde;10.0;0.0;9.0;5.0;0.0;24.0
huizen;13.0;0.0;1.0;10.0;0.0;24.0
paniek;12.0;1.0;11.0;0.0;0.0;24.0
maand;14.0;0.0;7.0;3.0;0.0;24.0
genoemd;8.0;0.0;5.0;8.0;2.0;23.0
zijde;3.0;0.0;2.0;17.0;1.0;23.0
neem;20.0;0.0;2.0;1.0;0.0;23.0
amper;;;23.0;0.0;0.0;23.0
voet;5.0;2.0;5.0;9.0;2.0;23.0
oetting;;;23.0;0.0;0.0;23.0
tuinman;19.0;0.0;0.0;3.0;1.0;23.0
maal;;;14.0;9.0;0.0;23.0
vandaan;12.0;3.0;8.0;0.0;0.0;23.0
daarmee;15.0;2.0;6.0;0.0;0.0;23.0
meerdere;7.0;1.0;15.0;0.0;0.0;23.0
gedurende;;;9.0;13.0;1.0;23.0
roepen;10.0;0.0;4.0;8.0;1.0;23.0
bedankt;12.0;1.0;10.0;0.0;0.0;23.0
wezens;;;1.0;22.0;0.0;23.0
vingers;5.0;2.0;14.0;2.0;0.0;23.0
broer;18.0;0.0;5.0;0.0;0.0;23.0
relatie;17.0;0.0;6.0;0.0;0.0;23.0
thomas;17.0;1.0;5.0;0.0;0.0;23.0
vreemd;16.0;1.0;6.0;0.0;0.0;23.0
tocht;;;;23.0;0.0;23.0
wensch;;;;22.0;1.0;23.0
hartelijk;;;;22.0;1.0;23.0
lijf;3.0;0.0;13.0;2.0;5.0;23.0
bericht;9.0;0.0;0.0;14.0;0.0;23.0
kast;11.0;0.0;12.0;0.0;0.0;23.0
touw;16.0;0.0;4.0;3.0;0.0;23.0
school;9.0;0.0;14.0;0.0;0.0;23.0
boos;9.0;2.0;8.0;2.0;2.0;23.0
overtuigd;14.0;2.0;5.0;2.0;0.0;23.0
bekend;7.0;0.0;5.0;11.0;0.0;23.0
korte;12.0;0.0;7.0;4.0;0.0;23.0
gespannen;10.0;0.0;11.0;2.0;0.0;23.0
rechercheur;23.0;0.0;0.0;0.0;0.0;23.0
